synapse_12_strength_ratio,rate_1_hz,rate_2_hz,steady_rate_1_hz,steady_rate_2_hz,coincidence_fraction,mean_nearest_lag_ms,mean_signed_lag_ms,membrane_correlation
0.5,50.0,60.0,47.103155911446066,54.13208228076507,0.2857142857142857,3.9071428571428592,1.3100000000000034,-0.05367273305876554
1.0,50.0,50.0,46.461204893913575,57.416267942583715,0.2857142857142857,4.185714285714285,-0.16285714285714295,-0.08353590268123932
1.5,50.0,60.0,46.18226600985221,60.70416835289357,0.2857142857142857,3.7071428571428546,1.1528571428571388,-0.06937440195930049
2.0,50.0,60.0,45.96292324191819,62.65664160401005,0.2857142857142857,3.5214285714285745,0.48142857142857004,0.032171254113808265
2.5,50.0,60.0,45.87857470561248,65.27415143603133,0.2857142857142857,4.042857142857145,-2.257142857142862,-0.06616259529618818
3.0,50.0,70.0,45.94180704441042,67.95016987542468,0.5714285714285714,3.4571428571428604,-0.23428571428571537,0.00030106336350320856
