coupling_ep,peak_frequency_hz,peak_power,rms_amplitude
110.0,9.5,0.02432316785505125,0.31816308245955083
122.5,9.75,0.11136882793234533,0.444769447181481
135.0,3.0,1.4490141129082077,2.5020350881740567
147.5,3.25,15.894070788744603,3.4857631826840887
160.0,3.5,16.83776385434248,4.0702434509558705
